sys_sample_code,sample_date,site,location,lab_sdg,sample_source,nysdec_sample_type,chemical_name,fraction,result_value,result_unit,lab_flag,lab_anl_method_name,cas_rn,method_detection_limit,detection_limit_unit,quantitation_limit,analysis_date,equipment_blank_ssc,equipment_blank,equipment_blank_result_value,precision_ssc,precision,precision_result_value,accuracy_ssc,accuracy,accuracy_result_value,holding_time_value,holding_time,qc
090320clk0900effms,2020-09-03T13:00:00Z,clarkson,effluent,R2008207,Lab,matrix_spike,"NITROGEN, KJELDAHL, TOTAL",T,5.09,mg/l,no_flag,E351.2,KN,0.1,mg/l,0.1,2020-09-15T18:36:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,pass; pass,3%; 14%,090320clk0900effms,pass,5.09,293.6,pass,accept
090320clk1200ambebms,2020-09-03T16:00:00Z,clarkson,ambient,R2008207,Lab,matrix_spike,"NITROGEN, KJELDAHL, TOTAL",T,2.27,mg/l,no_flag,E351.2,KN,0.1,mg/l,0.1,2020-09-14T22:15:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,pass; pass,3%; 14%,090320clk1200ambebms,pass,2.27,270.25,pass,accept
090120esf1200eff-72ms,2020-09-04T16:00:00Z,esf,effluent,R2008229,Lab,matrix_spike,"NITROGEN, KJELDAHL, TOTAL",T,4.5,mg/l,no_flag,E351.2,KN,0.1,mg/l,0.1,2020-09-18T18:27:00Z,090420clk1200effeb,pass,0.13,090420clk1200effdup,pass,1%,090120esf1200eff-72ms,pass,4.5,338.45,pass,accept
090420esf1500effms,2020-09-04T19:00:00Z,esf,effluent,R2008232,Lab,matrix_spike,"NITROGEN, KJELDAHL, TOTAL",T,5.07,mg/l,no_flag,E351.2,KN,0.1,mg/l,0.1,2020-09-22T18:01:00Z,090420clk1200effeb,pass,0.13,090420clk1200effdup,pass,1%,090420esf1500effms,pass,5.07,431.016666666667,pass,accept
091020clk1200ambms,2020-09-10T16:00:00Z,clarkson,ambient,R2008265,Lab,matrix_spike,"NITROGEN, KJELDAHL, TOTAL",T,4.33,mg/l,no_flag,E351.2,KN,0.1,mg/l,0.1,2020-09-22T18:22:00Z,090820con1200ambeb,pass,0,090820con1200ambdup,pass,5%,091020clk1200ambms,pass,4.33,290.366666666667,pass,accept
083120clk0900effms,2020-08-31T13:00:00Z,clarkson,effluent,R2007971,Lab,matrix_spike,"NITROGEN, NITRITE",T,0.257,mg/l,no_flag,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:18:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,pass,0%,083120clk0900effms,pass,0.257,37.3,pass,accept
083120clk0900infms,2020-08-31T13:00:00Z,clarkson,influent,R2007971,Lab,matrix_spike,"NITROGEN, NITRITE",T,0.261,mg/l,no_flag,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:17:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,pass,0%,083120clk0900infms,pass,0.261,37.2833333333333,pass,accept
083120clk1200ambms,2020-08-31T16:00:00Z,clarkson,ambient,R2007971,Lab,matrix_spike,"NITROGEN, NITRITE",T,0.261,mg/l,no_flag,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:14:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,pass,0%,083120clk1200ambms,pass,0.261,34.2333333333333,pass,accept
083120con1200ambms,2020-08-31T16:00:00Z,control,ambient,R2007971,Lab,matrix_spike,"NITROGEN, NITRITE",T,0.265,mg/l,no_flag,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:12:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,pass,0%,083120con1200ambms,pass,0.265,34.2,pass,accept
083120esf1200ambms,2020-08-31T16:00:00Z,esf,ambient,R2007971,Lab,matrix_spike,"NITROGEN, NITRITE",T,0.255,mg/l,no_flag,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:13:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,pass,0%,083120esf1200ambms,pass,0.255,34.2166666666667,pass,accept
090220clkpredocms,2020-09-02T14:00:00Z,clarkson,lab,R2008016,Lab,matrix_spike,"NITROGEN, NITRITE",T,0.252,mg/l,no_flag,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-04T01:46:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,pass; pass,0%; 0%,090220clkpredocms,pass,0.252,35.7666666666667,pass,accept
090220clkmiddocms,2020-09-02T16:00:00Z,clarkson,lab,R2008016,Lab,matrix_spike,"NITROGEN, NITRITE",T,0.251,mg/l,no_flag,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-04T01:47:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,pass; pass,0%; 0%,090220clkmiddocms,pass,0.251,33.7833333333333,pass,accept
083120esf1200eff-72ms,2020-09-03T16:00:00Z,esf,effluent,R2008207,Lab,matrix_spike,"NITROGEN, NITRITE",T,0.252,mg/l,no_flag,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-05T00:32:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,pass; pass,0%; 0%,083120esf1200eff-72ms,pass,0.252,32.5333333333333,pass,accept
083120esf1200inf-72ms,2020-09-03T16:00:00Z,esf,influent,R2008207,Lab,matrix_spike,"NITROGEN, NITRITE",T,0.247,mg/l,no_flag,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-05T00:10:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,pass; pass,0%; 0%,083120esf1200inf-72ms,pass,0.247,32.1666666666667,pass,accept
090320con1200ambms,2020-09-03T16:00:00Z,control,ambient,R2008207,Lab,matrix_spike,"NITROGEN, NITRITE",T,0.246,mg/l,no_flag,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-04T23:58:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,pass; pass,0%; 0%,090320con1200ambms,pass,0.246,31.9666666666667,pass,accept
090320esf1200ambms,2020-09-03T16:00:00Z,esf,ambient,R2008207,Lab,matrix_spike,"NITROGEN, NITRITE",T,0.245,mg/l,no_flag,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-04T23:59:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,pass; pass,0%; 0%,090320esf1200ambms,pass,0.245,31.9833333333333,pass,accept
090320clk1200eff-72ms,2020-09-06T16:00:00Z,clarkson,effluent,R2008238,Lab,matrix_spike,"NITROGEN, NITRITE",T,0.244,mg/l,no_flag,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-09T01:28:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,0%,090320clk1200eff-72ms,pass,0.244,57.4666666666667,fail,reject
090320clk1200inf-72ms,2020-09-06T16:00:00Z,clarkson,influent,R2008238,Lab,matrix_spike,"NITROGEN, NITRITE",T,0.251,mg/l,no_flag,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-09T01:27:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,0%,090320clk1200inf-72ms,pass,0.251,57.45,fail,reject
091020con1200ambms,2020-09-10T16:00:00Z,control,ambient,R2008265,Lab,matrix_spike,"NITROGEN, NITRITE",T,0.247,mg/l,no_flag,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-12T00:17:00Z,090820con1200ambeb,pass,0,090820con1200ambdup,pass,0%,091020con1200ambms,pass,0.247,32.2833333333333,pass,accept
082620con1200ambms,2020-08-26T16:00:00Z,control,ambient,R2007842,Lab,matrix_spike,"PHOSPHORUS, TOTAL (AS P)",T,0.312,mg/l,no_flag,E365.1,7723-14-0,0.036,mg/l,0.05,2020-08-31T20:18:00Z,082620con1200ambeb,pass,0,082620con1200ambdup,pass,2%,082620con1200ambms,pass,0.312,124.3,pass,accept
083120clk1200infms,2020-08-31T16:00:00Z,clarkson,influent,R2007971,Lab,matrix_spike,"PHOSPHORUS, TOTAL (AS P)",T,0.158,mg/l,reject,E365.1,7723-14-0,0.018,mg/l,0.025,2020-09-03T17:53:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,pass,1%,083120clk1200infms,fail,0.158,73.8833333333333,pass,reject
083120esf1200infms,2020-08-31T16:00:00Z,esf,influent,R2007971,Lab,matrix_spike,"PHOSPHORUS, TOTAL (AS P)",T,0.144,mg/l,reject,E365.1,7723-14-0,0.018,mg/l,0.025,2020-09-03T17:57:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,pass,1%,083120esf1200infms,fail,0.144,73.95,pass,reject
090120clk0900effms,2020-09-01T13:00:00Z,clarkson,effluent,R2008016,Lab,matrix_spike,"PHOSPHORUS, TOTAL (AS P)",T,0.262,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,2020-09-11T04:07:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,pass; pass,2%; 3%,090120clk0900effms,pass,0.262,231.116666666667,pass,accept
083120esf1200eff-72ms,2020-09-03T16:00:00Z,esf,effluent,R2008207,Lab,matrix_spike,"PHOSPHORUS, TOTAL (AS P)",T,0.426,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,2020-09-15T03:15:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320esf1200effdup; 090320clk1200ambdup,fail; pass,22%; 0%,083120esf1200eff-72ms,pass,0.426,275.25,pass,reject
083120esf1200inf-72ms,2020-09-03T16:00:00Z,esf,influent,R2008207,Lab,matrix_spike,"PHOSPHORUS, TOTAL (AS P)",T,0.14,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,2020-09-15T03:09:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320esf1200effdup; 090320clk1200ambdup,fail; pass,22%; 0%,083120esf1200inf-72ms,pass,0.14,275.15,pass,reject
090320con1200ambms,2020-09-03T16:00:00Z,control,ambient,R2008207,Lab,matrix_spike,"PHOSPHORUS, TOTAL (AS P)",T,0.291,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,2020-09-15T03:26:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320esf1200effdup; 090320clk1200ambdup,fail; pass,22%; 0%,090320con1200ambms,pass,0.291,275.433333333333,pass,reject
090320esf1200effms,2020-09-03T16:00:00Z,esf,effluent,R2008207,Lab,matrix_spike,"PHOSPHORUS, TOTAL (AS P)",T,0.286,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,2020-09-15T01:28:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320esf1200effdup; 090320clk1200ambdup,fail; pass,22%; 0%,090320esf1200effms,pass,0.286,273.466666666667,pass,reject
090420esf1200ambms,2020-09-04T16:00:00Z,esf,ambient,R2008229,Lab,matrix_spike,"PHOSPHORUS, TOTAL (AS P)",T,0.27,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,2020-09-15T03:43:00Z,090420clk1200effeb,pass,0.0036,090420clk1200effdup,fail,38%,090420esf1200ambms,pass,0.27,251.716666666667,pass,reject
090420esf1200effms,2020-09-04T16:00:00Z,esf,effluent,R2008229,Lab,matrix_spike,"PHOSPHORUS, TOTAL (AS P)",T,0.246,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,2020-09-17T17:26:00Z,090420clk1200effeb,pass,0.0036,090420clk1200effdup,fail,38%,090420esf1200effms,pass,0.246,313.433333333333,pass,reject
364730-mb1,2020-08-29T15:39:00Z,lab,lab,R2007842,Lab,lab_blank,"PHOSPHORUS, DISSOLVED (AS P)",D,0,mg/l,undetected,E365.1,7723-14-0,0.0036,mg/l,0.005,2020-08-31T19:38:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,fail,26%,083120con1200amb ms,pass,0.037,51.9833333333333,pass,reject
364912-mb2,2020-09-02T20:00:00Z,lab,lab,R2007842,Lab,lab_blank,"PHOSPHORUS, DISSOLVED (AS P)",D,0,mg/l,undetected,E365.1,7723-14-0,0.0036,mg/l,0.005,2020-09-03T14:54:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,fail; fail,53%; 58%,090220clkpredoc ms,pass,0.0471,18.9,pass,reject
364917-mb1,2020-09-02T20:00:00Z,lab,lab,R2007971,Lab,lab_blank,"PHOSPHORUS, DISSOLVED (AS P)",D,0,mg/l,undetected,E365.1,7723-14-0,0.0036,mg/l,0.005,2020-09-03T16:49:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,fail; fail,53%; 58%,090220clkpredoc ms,pass,0.0471,20.8166666666667,pass,reject
365244-mb1,2020-09-10T10:12:00Z,lab,lab,R2008016,Lab,lab_blank,"PHOSPHORUS, DISSOLVED (AS P)",D,0,mg/l,undetected,E365.1,7723-14-0,0.0036,mg/l,0.005,2020-09-11T02:27:00Z,090820con1200ambeb,pass,0.0044,090820con1200ambdup,fail,44%,090320esf1200eff-72 ms; 090320esf1200inf-72 ms,pass; pass,0.0326; 0.0341,16.25,pass,reject
365246-mb2,2020-09-10T10:12:00Z,lab,lab,R2008016,Lab,lab_blank,"PHOSPHORUS, DISSOLVED (AS P)",D,0,mg/l,undetected,E365.1,7723-14-0,0.0036,mg/l,0.005,2020-09-11T03:41:00Z,090820con1200ambeb,pass,0.0044,090820con1200ambdup,fail,44%,090320esf1200eff-72 ms; 090320esf1200inf-72 ms,pass; pass,0.0326; 0.0341,17.4833333333333,pass,reject
365466-mb1,2020-09-12T19:09:00Z,lab,lab,R2008207,Lab,lab_blank,"PHOSPHORUS, DISSOLVED (AS P)",D,0,mg/l,undetected,E365.1,7723-14-0,0.0036,mg/l,0.005,2020-09-14T23:52:00Z,090820con1200ambeb,pass,0.0044,090820con1200ambdup,fail,44%,090320esf1200eff-72 ms; 090320esf1200inf-72 ms,pass; pass,0.0326; 0.0341,52.7166666666667,pass,reject
365472-mb2,2020-09-12T19:09:00Z,lab,lab,R2008207,Lab,lab_blank,"PHOSPHORUS, DISSOLVED (AS P)",D,0,mg/l,undetected,E365.1,7723-14-0,0.0036,mg/l,0.005,2020-09-15T02:52:00Z,090820con1200ambeb,pass,0.0044,090820con1200ambdup,fail,44%,090320esf1200eff-72 ms; 090320esf1200inf-72 ms,pass; pass,0.0326; 0.0341,55.7166666666667,pass,reject
365771-mb1,2020-09-17T01:05:00Z,lab,lab,R2008229,Lab,lab_blank,"PHOSPHORUS, DISSOLVED (AS P)",D,0,mg/l,undetected,E365.1,7723-14-0,0.0036,mg/l,0.005,2020-09-17T17:28:00Z,090820con1200ambeb,Nearest QC sample collected plus or minus 8.4 days (> 5 day limit).,0.0044,090820con1200ambdup,fail,44%,090320esf1200eff-72 ms; 090320esf1200inf-72 ms,pass; pass,0.0326; 0.0341,16.3833333333333,pass,reject
365773-mb1,2020-09-17T01:05:00Z,lab,lab,R2008232,Lab,lab_blank,"PHOSPHORUS, DISSOLVED (AS P)",D,0,mg/l,undetected,E365.1,7723-14-0,0.0036,mg/l,0.005,2020-09-17T18:05:00Z,090820con1200ambeb,Nearest QC sample collected plus or minus 8.4 days (> 5 day limit).,0.0044,090820con1200ambdup,fail,44%,090320esf1200eff-72 ms; 090320esf1200inf-72 ms,pass; pass,0.0326; 0.0341,17,pass,reject
365773-mb1,2020-09-17T01:05:00Z,lab,lab,R2008238,Lab,lab_blank,"PHOSPHORUS, DISSOLVED (AS P)",D,0,mg/l,undetected,E365.1,7723-14-0,0.0036,mg/l,0.005,2020-09-17T18:05:00Z,090820con1200ambeb,Nearest QC sample collected plus or minus 8.4 days (> 5 day limit).,0.0044,090820con1200ambdup,fail,44%,090320esf1200eff-72 ms; 090320esf1200inf-72 ms,pass; pass,0.0326; 0.0341,17,pass,reject
365773-mb1,2020-09-17T01:05:00Z,lab,lab,R2008265,Lab,lab_blank,"PHOSPHORUS, DISSOLVED (AS P)",D,0,mg/l,undetected,E365.1,7723-14-0,0.0036,mg/l,0.005,2020-09-17T18:05:00Z,090820con1200ambeb,Nearest QC sample collected plus or minus 8.4 days (> 5 day limit).,0.0044,090820con1200ambdup,fail,44%,090320esf1200eff-72 ms; 090320esf1200inf-72 ms,pass; pass,0.0326; 0.0341,17,pass,reject
365773-mb2,2020-09-17T01:05:00Z,lab,lab,R2008229,Lab,lab_blank,"PHOSPHORUS, DISSOLVED (AS P)",D,0,mg/l,undetected,E365.1,7723-14-0,0.0036,mg/l,0.005,2020-09-17T18:05:00Z,090820con1200ambeb,Nearest QC sample collected plus or minus 8.4 days (> 5 day limit).,0.0044,090820con1200ambdup,fail,44%,090320esf1200eff-72 ms; 090320esf1200inf-72 ms,pass; pass,0.0326; 0.0341,17,pass,reject
366134-mb2,2020-09-21T20:05:00Z,lab,lab,R2008265,Lab,lab_blank,"PHOSPHORUS, DISSOLVED (AS P)",D,0,mg/l,undetected,E365.1,7723-14-0,0.0036,mg/l,0.005,2020-09-22T23:44:00Z,090820con1200ambeb,Nearest QC sample collected plus or minus 13.2 days (> 5 day limit).,0.0044,090820con1200ambdup,fail,44%,090320esf1200eff-72 ms; 090320esf1200inf-72 ms,pass; pass,0.0326; 0.0341,27.65,pass,reject
693204-mb1,2020-08-29T20:09:00Z,lab,lab,R2007842,Lab,lab_blank,CHLORIDE (AS CL),T,0,mg/l,undetected,E300.0,16887-00-6,0.05,mg/l,0.2,2020-08-29T20:09:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,pass,7%,082820con1200ambms,pass,68,0,pass,accept
693206-mb2,2020-08-30T00:51:00Z,lab,lab,R2007842,Lab,lab_blank,CHLORIDE (AS CL),T,0,mg/l,undetected,E300.0,16887-00-6,0.05,mg/l,0.2,2020-08-30T00:51:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,pass,7%,082820con1200ambms,pass,68,0,pass,accept
693890-mb1,2020-09-03T23:54:00Z,lab,lab,R2007971,Lab,lab_blank,CHLORIDE (AS CL),T,0,mg/l,undetected,E300.0,16887-00-6,0.05,mg/l,0.2,2020-09-03T23:54:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,pass; pass,4%; 1%,090320clk1500infms,pass,65.2,0,pass,accept
693891-mb2,2020-09-04T02:15:00Z,lab,lab,R2007971,Lab,lab_blank,CHLORIDE (AS CL),T,0,mg/l,undetected,E300.0,16887-00-6,0.05,mg/l,0.2,2020-09-04T02:15:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,pass; pass,4%; 1%,090320clk1500infms,pass,65.2,0,pass,accept
694053-mb1,2020-09-04T17:22:00Z,lab,lab,R2008016,Lab,lab_blank,CHLORIDE (AS CL),T,0,mg/l,undetected,E300.0,16887-00-6,0.05,mg/l,0.2,2020-09-04T17:22:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,0%,090120clk1200inf-72ms,pass,66.8,0,pass,accept
694054-mb2,2020-09-04T20:53:00Z,lab,lab,R2008016,Lab,lab_blank,CHLORIDE (AS CL),T,0,mg/l,undetected,E300.0,16887-00-6,0.05,mg/l,0.2,2020-09-04T20:53:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,0%,090120clk1200inf-72ms,pass,66.8,0,pass,accept
694056-mb3,2020-09-05T02:53:00Z,lab,lab,R2007842,Lab,lab_blank,CHLORIDE (AS CL),T,0,mg/l,undetected,E300.0,16887-00-6,0.05,mg/l,0.2,2020-09-05T02:53:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,0%,090120clk1200inf-72ms,pass,66.8,0,pass,accept
694056-mb3,2020-09-05T02:53:00Z,lab,lab,R2008016,Lab,lab_blank,CHLORIDE (AS CL),T,0,mg/l,undetected,E300.0,16887-00-6,0.05,mg/l,0.2,2020-09-05T02:53:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,0%,090120clk1200inf-72ms,pass,66.8,0,pass,accept
694585-mb1,2020-09-10T15:57:00Z,lab,lab,R2008207,Lab,lab_blank,CHLORIDE (AS CL),T,0,mg/l,undetected,E300.0,16887-00-6,0.05,mg/l,0.2,2020-09-10T15:57:00Z,090820con1200ambeb,pass,0,090820con1200ambdup,pass,1%,090420clk1200inf-72ms,pass,68.9,0,pass,accept
694588-mb2,2020-09-10T18:18:00Z,lab,lab,R2008207,Lab,lab_blank,CHLORIDE (AS CL),T,0,mg/l,undetected,E300.0,16887-00-6,0.05,mg/l,0.2,2020-09-10T18:18:00Z,090820con1200ambeb,pass,0,090820con1200ambdup,pass,1%,090420clk1200inf-72ms,pass,68.9,0,pass,accept
694589-mb1,2020-09-10T21:49:00Z,lab,lab,R2008229,Lab,lab_blank,CHLORIDE (AS CL),T,0,mg/l,undetected,E300.0,16887-00-6,0.05,mg/l,0.2,2020-09-10T21:49:00Z,090820con1200ambeb,pass,0,090820con1200ambdup,pass,1%,090420clk1200inf-72ms,pass,68.9,0,pass,accept
694590-mb1,2020-09-11T00:10:00Z,lab,lab,R2008232,Lab,lab_blank,CHLORIDE (AS CL),T,0,mg/l,undetected,E300.0,16887-00-6,0.05,mg/l,0.2,2020-09-11T00:10:00Z,090820con1200ambeb,pass,0,090820con1200ambdup,pass,1%,090420clk1200inf-72ms,pass,68.9,0,pass,accept
694590-mb2,2020-09-11T00:10:00Z,lab,lab,R2008229,Lab,lab_blank,CHLORIDE (AS CL),T,0,mg/l,undetected,E300.0,16887-00-6,0.05,mg/l,0.2,2020-09-11T00:10:00Z,090820con1200ambeb,pass,0,090820con1200ambdup,pass,1%,090420clk1200inf-72ms,pass,68.9,0,pass,accept
694592-mb1,2020-09-11T06:03:00Z,lab,lab,R2008265,Lab,lab_blank,CHLORIDE (AS CL),T,0,mg/l,undetected,E300.0,16887-00-6,0.05,mg/l,0.2,2020-09-11T06:03:00Z,090820con1200ambeb,pass,0,090820con1200ambdup,pass,1%,090420clk1200inf-72ms,pass,68.9,0,pass,accept
694728-mb1,2020-09-11T19:22:00Z,lab,lab,R2008238,Lab,lab_blank,CHLORIDE (AS CL),T,0,mg/l,undetected,E300.0,16887-00-6,0.05,mg/l,0.2,2020-09-11T19:22:00Z,090820con1200ambeb,pass,0,090820con1200ambdup,pass,1%,090420clk1200inf-72ms,pass,68.9,0,pass,accept
694729-mb2,2020-09-11T21:35:00Z,lab,lab,R2008238,Lab,lab_blank,CHLORIDE (AS CL),T,0,mg/l,undetected,E300.0,16887-00-6,0.05,mg/l,0.2,2020-09-11T21:35:00Z,090820con1200ambeb,pass,0,090820con1200ambdup,pass,1%,090420clk1200inf-72ms,pass,68.9,0,pass,accept
694729-mb2,2020-09-11T21:35:00Z,lab,lab,R2008265,Lab,lab_blank,CHLORIDE (AS CL),T,0,mg/l,undetected,E300.0,16887-00-6,0.05,mg/l,0.2,2020-09-11T21:35:00Z,090820con1200ambeb,pass,0,090820con1200ambdup,pass,1%,090420clk1200inf-72ms,pass,68.9,0,pass,accept
695209-mb3,2020-09-16T04:08:00Z,lab,lab,R2008265,Lab,lab_blank,CHLORIDE (AS CL),T,0,mg/l,undetected,E300.0,16887-00-6,0.05,mg/l,0.2,2020-09-16T04:08:00Z,090820con1200ambeb,Nearest QC sample collected plus or minus 7.5 days (> 5 day limit).,0,090820con1200ambdup,pass,1%,090420clk1200inf-72ms,pass,68.9,0,pass,accept
364597-mb1,2020-08-27T17:00:00Z,lab,lab,R2007842,Lab,lab_blank,CHLOROPHYLL A,T,0,ug/l,undetected,SM10200H,479-61-8,NA,ug/l,0.04,2020-08-28T17:00:00Z,082620con1200ambeb,pass,0,082620con1200ambdup,pass,9%,NA,Test not available for this parameter.,NA,24,pass,accept
364661-mb2,2020-08-28T16:35:00Z,lab,lab,R2007842,Lab,lab_blank,CHLOROPHYLL A,T,0,ug/l,undetected,SM10200H,479-61-8,NA,ug/l,0.04,2020-08-28T17:00:00Z,082620con1200ambeb,pass,0,082620con1200ambdup,pass,9%,NA,Test not available for this parameter.,NA,0.416666666666667,pass,accept
693479-mb3,2020-08-29T17:00:00Z,lab,lab,R2007842,Lab,lab_blank,CHLOROPHYLL A,T,0,ug/l,undetected,SM10200H,479-61-8,NA,ug/l,0.4,2020-08-29T17:00:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,fail,24%,NA,Test not available for this parameter.,NA,0,pass,reject
364862-mb1,2020-09-01T14:40:00Z,lab,lab,R2007971,Lab,lab_blank,CHLOROPHYLL A,T,0,ug/l,undetected,SM10200H,479-61-8,NA,ug/l,0.04,2020-09-01T16:00:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,fail; pass,57%; 16%,NA,Test not available for this parameter.,NA,1.33333333333333,pass,reject
364897-mb1,2020-09-02T14:55:00Z,lab,lab,R2008016,Lab,lab_blank,CHLOROPHYLL A,T,0,ug/l,undetected,SM10200H,479-61-8,NA,ug/l,0.04,2020-09-04T16:00:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,fail; pass,57%; 16%,NA,Test not available for this parameter.,NA,49.0833333333333,pass,reject
364944-mb2,2020-09-02T14:55:00Z,lab,lab,R2008016,Lab,lab_blank,CHLOROPHYLL A,T,0,ug/l,undetected,SM10200H,479-61-8,NA,ug/l,0.04,2020-09-10T15:00:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,fail; pass,57%; 16%,NA,Test not available for this parameter.,NA,192.083333333333,pass,reject
365143-mb1,2020-09-04T19:00:00Z,lab,lab,R2008207,Lab,lab_blank,CHLOROPHYLL A,T,0,ug/l,undetected,SM10200H,479-61-8,NA,ug/l,0.04,2020-09-10T15:00:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,12%,NA,Test not available for this parameter.,NA,140,pass,accept
365143-mb3,2020-09-04T19:00:00Z,lab,lab,R2008016,Lab,lab_blank,CHLOROPHYLL A,T,0,ug/l,undetected,SM10200H,479-61-8,NA,ug/l,0.04,2020-09-10T15:00:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,12%,NA,Test not available for this parameter.,NA,140,pass,accept
365144-mb1,2020-09-04T20:15:00Z,lab,lab,R2008229,Lab,lab_blank,CHLOROPHYLL A,T,0,ug/l,undetected,SM10200H,479-61-8,NA,ug/l,0.04,2020-09-15T14:00:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,12%,NA,Test not available for this parameter.,NA,257.75,pass,accept
365144-mb2,2020-09-04T20:15:00Z,lab,lab,R2008207,Lab,lab_blank,CHLOROPHYLL A,T,0,ug/l,undetected,SM10200H,479-61-8,NA,ug/l,0.04,2020-09-15T14:00:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,12%,NA,Test not available for this parameter.,NA,257.75,pass,accept
365177-mb2,2020-09-04T21:40:00Z,lab,lab,R2008229,Lab,lab_blank,CHLOROPHYLL A,T,0,ug/l,undetected,SM10200H,479-61-8,NA,ug/l,0.04,2020-09-22T15:00:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,12%,NA,Test not available for this parameter.,NA,425.333333333333,pass,accept
